word,corpus_freq,n_missing,missing_bigrams
क्ष्ल्एी,2,1,एी
दीर्घआयु,2,1,घआ
आइएसओअनुसार,2,1,ओअ
नबआगन्तुक,2,1,बआ
वर्षथपिदिने,2,1,षथ
आइएलओअन्तर्गत,2,1,ओअ
नजओस्,2,1,जओ
भढ्छ,2,1,भढ
दबाबआयो,2,1,बआ
भऐं,2,1,भऐ
छऊन्जेल,2,1,छऊ
काअी,2,1,अी
नौएटले,2,1,ौए
बृफिङ,2,1,ृफ
बआचौँ,2,1,बआ
फाऊण्डेशनका,2,1,ऊण
आफूे,2,1,ूे
बाघझैँ,2,1,घझ
दौढधुपमा,2,1,ढध
ॠग्वेदमा,2,1,ॠग
भऐ,2,1,भऐ
ऋऋ,2,1,ऋऋ
मौआवड,2,1,ौआ
द्दण्ज्ञठ,2,1,ञठ
टूेड,2,1,ूे
टूेनले,2,1,ूे
जओस,2,1,जओ
खुव़ाउन,2,1,व़
फरोोजी,2,1,ोो
शॉ,2,1,शॉ
रुखझैँ,2,1,खझ
सॆना,2,2,सॆ ॆन
धॆरै,2,2,धॆ ॆर
छ्योअीमा,2,1,अी
छगाम,2,1,छग
सम्पूणृ,2,1,णृ
शिर्षथ,2,1,षथ
बौएलालले,2,1,ौए
धुढधुकी,2,1,ढध
नगरेकोू,2,1,ोू
नगाँओ,2,1,ँओ
हुन्छअनि,2,1,छअ
राजदृूत,2,1,ृू
ऊध्र्वगत,2,1,ऊध
चलाऊथें,2,1,ऊथ
केहअी,2,1,अी
उठएका,2,1,ठए
परदॆशमा,2,2,दॆ ॆश
नौओटासम्म,2,1,ौओ
जझारु,2,1,जझ
भठिहनमा,2,1,भठ
हिमशृफ्ला,2,1,ृफ
आोलीको,2,1,आो
ऋसिराम,2,1,ऋस
सॆप्तेम्बेर,2,2,सॆ ॆप
पुग्नॆ,2,1,नॆ
स्त्रैषूय,2,1,षू
कपःटेष्ट,2,1,ःट
औगादुगो,2,1,औग
भूईामान्छे,2,1,ईा
आोलम्पिक,2,1,आो
छअाइसीसीको,2,1,छअ
ऋसि,2,1,ऋस
महत्वपूणृ,2,1,णृ
दाशढुङ्गामा,2,1,शढ
पर्योू,2,1,ोू
औगात,2,1,औग
आइपिओः,2,1,ओः
धईबाजी,2,1,धई
औमान,2,1,औम
वाट्सऐप,2,1,सऐ
साँओ,2,1,ँओ
फोटोशॉप,2,1,शॉ
साउथईष्ट,2,1,थई
बरर्भझ्याङ्ग,2,1,भझ
छइपेको,2,1,छइ
ओघटेको,2,1,ओघ
सभझदारी,2,1,भझ
हॊला,2,1,हॊ
होमःटे,2,1,ःट
ऋक्थ,2,1,ऋक
अफृकामा,2,1,फृ
ॐकारेश्वर,2,1,ॐक
मैथई,2,1,थई
अनुरॊध,69,2,रॊ ॊध
कालीञ्चोक,55,1,ीञ
ऑनलाइन,22,1,ऑन
छओटा,21,1,छओ
ऎतिहासिक,20,1,ऎत
कालीञ्चोकमा,19,1,ीञ
ऐट,16,1,ऐट
औघोगिक,15,1,औघ
सबओभरसियर,14,1,बओ
भऱ्याङ,13,1,भऱ
प्रागऐतिहासिक,13,1,गऐ
वर्षऔं,12,1,षऔ
खेलकुद़़,11,2,द़ ़़
गाहृो,11,1,ृो
बढएको,11,1,ढए
अघिल्लॊ,11,1,लॊ
दशओटा,11,1,शओ
पछिल्लॊ,10,1,लॊ
सिद्धथान,10,1,धथ
कृष्णऔँसीका,10,1,णऔ
प्राङणमा,9,1,ङण
सगॅ,9,1,गॅ
रशमॊर,9,2,मॊ ॊर
मडई,7,1,डई
ऊः,7,1,ऊः
स्रोतःइमेज,7,1,ःइ
आिर्थक,7,1,आि
ऐण्ड,7,1,ऐण
बढउने,7,1,ढउ
विशेषङ्कबाट,7,1,षङ
पैञ्यू,7,1,ैञ
क्ीऋ,7,1,ीऋ
ऑक्सिजन,7,1,ऑक
बाँढफाँड,6,1,ढफ
इढहो,6,1,इढ
स्वःघोषणा,6,1,ःघ
औहरी,6,1,औह
तटष्थ,6,1,टष
देऊः,6,1,ऊः
मापढण्ड,6,1,ढण
यज्ञध्वज,6,1,ञध
आठआना,6,1,ठआ
ऋहिले,5,1,ऋह
शरदऋतु,5,1,दऋ
बुद्धफिल्ड,5,1,धफ
स्वतःफूर्त,5,1,ःफ
हओ,5,1,हओ
हओस्,5,1,हओ
खइ,5,1,खइ
क्रौञ्च,5,1,ौञ
लैिङ्गक,5,1,ैि
प्रौढशिक्षा,5,1,ढश
शरदऋतुको,4,1,दऋ
एधार,4,1,एध
दहृो,4,1,ृो
छओटै,4,1,छओ
गर्यौि,4,1,ौि
बओरको,4,1,बओ
भओ,4,1,भओ
ढण्,4,1,ढण
तर्फध्यान,4,1,फध
ऋनि,4,1,ऋन
कहॉबाट,4,1,ॉब
दॄश्य,4,2,दॄ ॄश
बुझई,4,1,झई
भन्नेतर्फध्यान,4,1,फध
लैिगंक,4,1,ैि
नेऩार,4,2,ऩा ेऩ
कर्णफूल,4,1,णफ
पूर्णङ्क,3,1,णङ
पैञ्यु,3,1,ैञ
पहाड़भरि,3,1,़भ
ऑपरेटिंग,3,1,ऑप
दुःिखत,3,1,ःि
मरिचझैँ,3,1,चझ
घफिसले,3,1,घफ
वॆबसाइट,3,2,वॆ ॆब
भीड़भाड़,3,1,़भ
ऐथिकल,3,1,ऐथ
ठांऊ,3,1,ंऊ
अन्तऱराष्ट्रिय,3,2,तऱ ऱर
मेडईन,3,1,डई
लागऔषध,3,1,गऔ
राजऋषि,3,1,जऋ
होइऩ,3,1,इऩ
बढउन,3,1,ढउ
ऑप्टिकल,3,1,ऑप
डेढफिटसम्म,3,1,ढफ
एगृइकोनोमिकल,3,1,ृइ
पुनःओरालो,3,1,ःओ
ऒइता,3,1,ऒइ
ऋन,3,1,ऋन
गांऊ,3,1,ंऊ
सर्वज्ञधर,3,1,ञध
एधारौ,3,1,एध
शिक्षकःओई,3,1,ःओ
सोचेॅ,3,1,ेॅ
बोलाईो,3,1,ईो
चैॅ,3,1,ैॅ
फञ्शन,3,1,फञ
इद्यऋ,3,1,यऋ
क्रीऋ,3,1,ीऋ
प्रऻा,3,2,रऻ ऻा
दुधझैँ,3,1,धझ
सिङौरो,3,1,ङौ
पयठ,3,1,यठ
औघड,3,1,औघ
सिङौरी,3,1,ङौ
स्वःफूर्त,2,1,ःफ
आॅगाखेतमा,2,1,आॅ
ऐटेप,2,1,ऐट
प्राङणबाट,2,1,ङण
अथृमा,2,1,थृ
बर्षऔं,2,1,षऔ
आुसार,2,1,आु
पृष्ठआपतकालीन,2,1,ठआ
चठ्ठी,2,1,चठ
ढाढखोलाका,2,1,ढख
ढाढखोला,2,1,ढख
आॅगाखेत,2,1,आॅ
आुलको,2,1,आु
ऐईलिना,2,1,ऐई
ऐथेन्सको,2,1,ऐथ
बइढाएको,2,1,इढ
ढकाललाृइ,2,1,ृइ
धॉँधलीको,2,2,धॉ ॉँ
इसुऐन्स,2,1,ुऐ
दर्ुगन्धझैँ,2,1,धझ
माऒवादी,2,2,ऒव ाऒ
दशओटै,2,1,शओ
उर्लाबारीःइटहरीका,2,1,ःइ
नपाऊञ्जेल,2,1,ऊञ
लागऔषधसहित,2,1,गऔ
मध्यदेशझैँ,2,1,शझ
मनगढ़ंत,2,1,़ं
नबुझई,2,1,झई
जनऐक्यबद्धता,2,1,नऐ
दृढशक्ति,2,1,ढश
गराउृन,2,1,उृ
गुईठा,2,1,ईठ
कृष्णष्टमी,2,1,णष
आऐकोमा,2,1,आऐ
दोसैो,2,1,ैो
साउृन,2,1,उृ
समथृक,2,1,थृ
बुधथापा,2,1,धथ
ॐलाई,2,1,ॐल
शक्त्याऽतिकोपना,2,1,ऽत
ऎतिहसिक,2,1,ऎत
निकृञ्जभित्रको,2,1,ृञ
हुन्छऽ,2,1,छऽ
ॐलाल,2,1,ॐल
फञ्सन,2,1,फञ
भऽ,2,1,भऽ
प्राकॢतिक,2,2,कॢ ॢत
जॊडेको,2,2,जॊ ॊड
ऒइरो,2,1,ऒइ
राजऋषिको,2,1,जऋ
ऋीष,2,1,ऋी
बालकॄष्णजी,2,2,कॄ ॄष
व्यवःिथत,2,1,ःि
तरऽ,2,1,रऽ
छऽ,2,1,छऽ
घोणषा,2,1,णष
प्रौढअवस्था,2,1,ढअ
पुनःघटेको,2,1,ःघ
गऐ,2,1,गऐ
सृञ्जना,2,1,ृञ
कृष्णऔँसी,2,1,णऔ
लाईो,2,1,ईो
चढए,2,1,ढए
राखइने,2,1,खइ
यौिनक,2,1,ौि
खओजी,2,1,खओ
तटष्ठ,2,1,टष
ऐण्टिवायोटिक,2,1,ऐण
सहिष्ण्ॉता,2,2,ॉत ्ॉ
गनेॅ,2,1,ेॅ
ऋहान,2,1,ऋह
आऐको,2,1,आऐ
प्रकाशझैँ,2,1,शझ
आनुषङ्गिक,2,1,षङ
घफारले,2,1,घफ
म्ग्म्द्यऋ,2,1,यऋ
औहियोका,2,1,औह
राजनऐतिक,2,1,नऐ
सॅबिधान,2,1,ॅब
डेभओप्स,2,1,भओ
दाउरारगुईठा,2,1,ईठ
पूर्णङ्कको,2,1,णङ
श्रेयठले,2,1,यठ
रामैो,2,1,ैो
दॢढ,2,2,दॢ ॢढ
मनगढ़ंते,2,1,़ं
थिएऔं,2,1,एऔ
यऺण,2,2,यऺ ऺण
प्रस्टपादैॅ,2,1,ैॅ
भऱ्यो,2,1,भऱ
दुग्धफेनी,2,1,धफ
डेढअक्कल,2,1,ढअ
चठेल,2,1,चठ
धइँ,2,1,धइ
फणफण,2,1,णफ
क्रौञ्चपक्षी,2,1,ौञ
खओला,2,1,खओ
टी़,69,1,ी़
ज्ञघ,17,1,ञघ
दुृई,15,1,ृई
आः,14,1,आः
ज्ञढ,13,1,ञढ
खई,12,1,खई
मनऋषि,11,1,नऋ
स्रोतःई,11,1,ःई
जनकऋषि,10,1,कऋ
वठा,10,1,वठ
तथष्ट,9,1,थष
श्रद्धञ्जली,9,1,धञ
आदेशउपर,9,1,शउ
उऋण,9,1,उऋ
मऱ्यो,9,1,मऱ
स्वऐच्छिक,8,1,वऐ
इो,8,1,इो
छध्र,8,1,छध
ऋमा,7,1,ऋम
झऱ्यो,7,1,झऱ
गनॅ,7,1,नॅ
ऍफ़,6,1,ऍफ
युइएफ़ए,6,1,़ए
प्राग्ऐतिहासिक,6,1,्ऐ
निर्णइ,6,1,णइ
देवऋण,6,1,वऋ
ॠङ्खलाको,5,1,ॠङ
तोड़फोड़,5,1,़फ
साँझचाहिँ,5,1,झच
जलऊर्जा,5,1,लऊ
ऎसेलुको,5,1,ऎस
श्रमऐन,5,1,मऐ
ऩमाटन,5,1,ऩम
डृिम,4,1,डृ
छघ,4,1,छघ
नॉ,4,1,नॉ
औभर,4,1,औभ
छऱ्यो,4,1,छऱ
कथञ्चित्,4,1,थञ
बै़क,3,1,ै़
रजिष्टडॅ,3,1,डॅ
सॅधै,3,1,ॅध
अड़चन,3,1,़च
अृमत,3,1,अृ
ऋौ,3,1,ऋौ
ऑट,3,1,ऑट
द्धठ,3,1,धठ
थाःङ्,3,1,ःङ
पुनःऔषधि,3,1,ःऔ
छढ,3,1,छढ
यज्ञगजाधर,3,1,ञग
गर्यौो,3,1,ौो
योङईन,3,1,ङई
बर्षैौँदेखि,3,1,ैौ
एशोसिशएशन,3,1,शए
द्दठ,3,1,दठ
औें,3,1,औे
माआृवादी,3,1,आृ
दैऊ,3,1,ैऊ
उैन,3,1,उै
ऐउटा,3,1,ऐउ
ज्ञानज्ञुनका,3,1,ञु
एौटै,3,1,एौ
ब्एऋ,3,1,एऋ
अऋणी,3,1,अऋ
चहान्छुौँ,2,1,ुौ
क्यु़्स्युमा,2,1,ु़
ऑगनमा,2,1,ऑग
सामञफल,2,1,ञफ
आौद्योगिक,2,1,आौ
ऎश्वर्य,2,1,ऎश
मऊ,2,1,मऊ
नपओस्,2,1,पओ
बायोग्याॉस,2,1,ाॉ
माओृवादी,2,1,ओृ
काॠ,2,1,ाॠ
छँौं,2,1,ँौ
