word,corpus_freq,n_missing,missing_bigrams,category,is_oov,keep,noise_flags,notes
बुझथे,4,1,['झथ'],PROP,True,True,,
खाअअ,4,1,['अअ'],PROP,True,True,,
कंाग्रेस,4,1,['ंा'],PROP,True,True,,
न्यूओर्क,4,1,['ूओ'],PROP,True,True,,
अअन्तर्गत,4,1,['अअ'],PROP,True,True,,
ऐम्बुलेन्स,4,1,['ऐम'],PROP,True,True,,
विदशेी,4,1,['ेी'],PROP,True,True,,
ढुङ्गैढुङ्गाले,4,1,['ैढ'],PROP,True,True,,
गर्नूृ,4,1,['ूृ'],PROP,True,True,,
यज्ञयागादिमा,4,1,['ञय'],PROP,True,True,,
वृद्धआश्रममा,4,1,['धआ'],PROP,True,True,,
लेटाङआसपासको,4,1,['ङआ'],PROP,True,True,,
वृद्धआश्रम,4,1,['धआ'],PROP,True,True,,
हिसंा,4,1,['ंा'],PROP,True,True,,
इटूओ,4,1,['ूओ'],PROP,True,True,,
विज्ञभन्दा,4,1,['ञभ'],PROP,True,True,,
पूञ्जिका,4,1,['ूञ'],PROP,True,True,,
स्थानीयवासीलाईे,4,1,['ईे'],PROP,True,True,,
श्रंृखला,4,1,['ंृ'],PROP,True,True,,
शंृखला,4,1,['ंृ'],PROP,True,True,,
कृएटिभ,4,1,['ृए'],PROP,True,True,,
उठछ्,4,1,['ठछ'],PROP,True,True,,
ऐशआराम,4,1,['शआ'],PROP,True,True,,
उऩले,4,2,"['उऩ', 'ऩल']",PROP,True,True,,
हिमशंृखला,4,1,['ंृ'],PROP,True,True,,
थियौुं,4,1,['ौु'],PROP,True,True,,
ऐशआरामको,4,1,['शआ'],PROP,True,True,,
उठछन,4,1,['ठछ'],PROP,True,True,,
बाँधछाँद,4,1,['धछ'],PROP,True,True,,
बर्न्टओकमा,4,1,['टओ'],PROP,True,True,,
कृएसनका,4,1,['ृए'],PROP,True,True,,
गुँइठेभीर,4,1,['इठ'],PROP,True,True,,
तलबः,4,1,['बः'],PROP,True,True,,
हिँड़ौं,4,1,['़ौ'],PROP,True,True,,
सप्ताहघाट,4,1,['हघ'],PROP,True,True,,
दःुखद,4,1,['ःु'],PROP,True,True,,
बजारभाउअनुसार,4,1,['उअ'],PROP,True,True,,
अर्बः,4,1,['बः'],PROP,True,True,,
ढ्याङढ्याङ,4,1,['ङढ'],PROP,True,True,,
सिमाहघाट,4,1,['हघ'],PROP,True,True,,
शुभफलमा,4,1,['भफ'],PROP,True,True,,
ऋिषिदेव,4,1,['ऋि'],PROP,True,True,,
टंुगो,4,1,['ंु'],PROP,True,True,,
चोरऔँलो,4,1,['रऔ'],PROP,True,True,,
खाणँका,4,1,['णँ'],PROP,True,True,,
बर्षछि,4,1,['षछ'],PROP,True,True,,
बारिहएको,4,1,['हए'],PROP,True,True,,
पितृउध्दार,4,1,['ृउ'],PROP,True,True,,
ऊखुबारीमा,4,1,['ऊख'],PROP,True,True,,
रहएका,4,1,['हए'],PROP,True,True,,
डउमा,4,1,['डउ'],PROP,True,True,,
जनाएो,4,1,['एो'],PROP,True,True,,
पहाडझैं,4,1,['डझ'],PROP,True,True,,
आफ्ऩो,4,2,"['ऩो', '्ऩ']",PROP,True,True,,
पाढइले,4,1,['ढइ'],PROP,True,True,,
अझधेरै,4,1,['झध'],PROP,True,True,,
आठखुट्टे,4,1,['ठख'],PROP,True,True,,
सहयॊग,4,2,"['यॊ', 'ॊग']",PROP,True,True,,
ऋर्षिराम,4,1,['ऋर'],PROP,True,True,,
छछल्किएको,4,1,['छछ'],PROP,True,True,,
गर्छछन्,4,1,['छछ'],PROP,True,True,,
दृघकालिन,4,1,['ृघ'],PROP,True,True,,
ऑंसुले,4,1,['ऑं'],PROP,True,True,,
समझशक्तिमा,4,1,['झश'],PROP,True,True,,
समझशक्तिले,4,1,['झश'],PROP,True,True,,
ऑसु,4,1,['ऑस'],PROP,True,True,,
दिऐ,4,1,['िऐ'],PROP,True,True,,
तपाई्रले,4,1,['ई्'],PROP,True,True,,
क्षठ,4,1,['षठ'],PROP,True,True,,
जुड़वा,4,1,['़व'],PROP,True,True,,
पुनःध्यानाकर्षण,4,1,['ःध'],PROP,True,True,,
सोध्ऩ,4,1,['्ऩ'],PROP,True,True,,
दॆखि,4,2,"['दॆ', 'ॆख']",PROP,True,True,,
सिजृना,4,1,['जृ'],PROP,True,True,,
आईओण,4,1,['ओण'],PROP,True,True,,
थियॊ,4,1,['यॊ'],PROP,True,True,,
प्रमुखआतिथ्यमा,4,1,['खआ'],PROP,True,True,,
ऋंगार,4,1,['ऋं'],PROP,True,True,,
औाषधि,4,1,['औा'],PROP,True,True,,
जोङउन,4,1,['ङउ'],PROP,True,True,,
भथौल,4,1,['भथ'],PROP,True,True,,
पँूजी,4,1,['ँू'],PROP,True,True,,
ऐहिक,4,1,['ऐह'],PROP,True,True,,
ऋंखलाबद्ध,4,1,['ऋं'],PROP,True,True,,
बहसःः,4,1,['ःः'],PROP,True,True,,
मसऊद,4,1,['सऊ'],PROP,True,True,,
छएक,4,1,['छए'],PROP,True,True,,
गुईझाउमा,4,1,['ईझ'],PROP,True,True,,
गुईझाउको,4,1,['ईझ'],PROP,True,True,,
औाल्याए,4,1,['औा'],PROP,True,True,,
श्रीशठकाेप,4,1,['शठ'],PROP,True,True,,
ऋजु,4,1,['ऋज'],PROP,True,True,,
ऋजीष,4,1,['ऋज'],PROP,True,True,,
ग्रीष्मऋतु,4,1,['मऋ'],PROP,True,True,,
व्हाट्सऐपमा,4,1,['सऐ'],PROP,True,True,,
ऋऋत्ख्,4,1,['ऋऋ'],PROP,True,True,,
ॠतु,4,1,['ॠत'],PROP,True,True,,
जओस्,4,1,['जओ'],PROP,True,True,,
छइन,4,1,['छइ'],PROP,True,True,,
कुऑन,4,2,"['ऑन', 'ुऑ']",PROP,True,True,,
प्रकाशइत,4,1,['शइ'],PROP,True,True,,
नौओटै,4,1,['ौओ'],PROP,True,True,,
हौऔं,4,1,['ौऔ'],PROP,True,True,,
नामऔपचारिक,4,1,['मऔ'],PROP,True,True,,
भऽगोल,4,2,"['भऽ', 'ऽग']",PROP,True,True,,
देओघार,4,1,['ओघ'],PROP,True,True,,
आठथर,4,1,['ठथ'],PROP,True,True,,
दाशढुंगामा,4,1,['शढ'],PROP,True,True,,
फाऊण्डेशन,4,1,['ऊण'],PROP,True,True,,
चौआयामिक,4,1,['ौआ'],PROP,True,True,,
छुट्टयिौँ,4,1,['िौ'],PROP,True,True,,
ओैषधी,4,1,['ओै'],PROP,True,True,,
याओअनडे,4,1,['ओअ'],PROP,True,True,,
बिटक्व़ाईन,4,1,['व़'],PROP,True,True,,
माईन्यृूट,4,1,['ृू'],PROP,True,True,,
क्षूद्र,4,1,['षू'],PROP,True,True,,
शरदऋतुको,4,1,['दऋ'],PROP,True,True,,
एधार,4,1,['एध'],PROP,True,True,,
दहृो,4,1,['ृो'],PROP,True,True,,
छओटै,4,1,['छओ'],PROP,True,True,,
गर्यौि,4,1,['ौि'],PROP,True,True,,
बओरको,4,1,['बओ'],PROP,True,True,,
ढण्,4,1,['ढण'],PROP,True,True,,
तर्फध्यान,4,1,['फध'],PROP,True,True,,
ऋनि,4,1,['ऋन'],PROP,True,True,,
कहॉबाट,4,1,['ॉब'],PROP,True,True,,
दॄश्य,4,2,"['दॄ', 'ॄश']",PROP,True,True,,
बुझई,4,1,['झई'],PROP,True,True,,
भन्नेतर्फध्यान,4,1,['फध'],PROP,True,True,,
लैिगंक,4,1,['ैि'],PROP,True,True,,
नेऩार,4,2,"['ऩा', 'ेऩ']",PROP,True,True,,
कर्णफूल,4,1,['णफ'],PROP,True,True,,
डृिम,4,1,['डृ'],PROP,True,True,,
औभर,4,1,['औभ'],PROP,True,True,,
छऱ्यो,4,1,['छऱ'],PROP,True,True,,
कथञ्चित्,4,1,['थञ'],PROP,True,True,,
चॉंड़ै,3,3,"['चॉ', '़ै', 'ॉं']",PROP,True,True,,
गरििदएका,3,2,"['दए', 'िि']",PROP,True,True,,
जॉंदै,3,2,"['जॉ', 'ॉं']",PROP,True,True,,
चॉंडो,3,2,"['चॉ', 'ॉं']",PROP,True,True,,
खॉंटी,3,2,"['खॉ', 'ॉं']",PROP,True,True,,
छॉंट,3,2,"['छॉ', 'ॉं']",PROP,True,True,,
गौङडङ,3,2,"['डङ', 'ौङ']",PROP,True,True,,
घोढचढी,3,2,"['ढच', 'ोढ']",PROP,True,True,,
रबीऊल,3,2,"['ऊल', 'ीऊ']",PROP,True,True,,
मन्थल्ऽी,3,2,"['ऽी', '्ऽ']",PROP,True,True,,
अइठन,3,2,"['अइ', 'इठ']",PROP,True,True,,
कार्याल्ऽय,3,2,"['ऽय', '्ऽ']",PROP,True,True,,
छिटृै,3,2,"['टृ', 'ृै']",PROP,True,True,,
करढढा,3,2,"['ढढ', 'रढ']",PROP,True,True,,
आअेको,3,2,"['अे', 'आअ']",PROP,True,True,,
आअेँ,3,2,"['अे', 'आअ']",PROP,True,True,,
तीमधइे,3,2,"['इे', 'धइ']",PROP,True,True,,
पॉचौं,3,2,"['पॉ', 'ॉच']",PROP,True,True,,
औशधि,3,2,"['औश', 'शध']",PROP,True,True,,
हराउॅदै,3,2,"['उॅ', 'ॅद']",PROP,True,True,,
पॉइंट,3,2,"['पॉ', 'ॉइ']",PROP,True,True,,
अपॉइंटमेंटको,3,2,"['पॉ', 'ॉइ']",PROP,True,True,,
धनाढइ्को,3,2,"['इ्', 'ढइ']",PROP,True,True,,
धौःधौ,3,2,"['ःध', 'ौः']",PROP,True,True,,
पाठइ्क्रमको,3,2,"['इ्', 'ठइ']",PROP,True,True,,
ठाउॅमा,3,2,"['उॅ', 'ॅम']",PROP,True,True,,
बाॅकि,3,2,"['ाॅ', 'ॅक']",PROP,True,True,,
ऐतिहाॅसिक,3,2,"['ाॅ', 'ॅस']",PROP,True,True,,
डाॅडा,3,2,"['ाॅ', 'ॅड']",PROP,True,True,,
पाउॅछ,3,2,"['उॅ', 'ॅछ']",PROP,True,True,,
बताउॅछन,3,2,"['उॅ', 'ॅछ']",PROP,True,True,,
साॅघुरो,3,2,"['ाॅ', 'ॅघ']",PROP,True,True,,
पाॅच,3,2,"['ाॅ', 'ॅच']",PROP,True,True,,
साॅझ,3,2,"['ाॅ', 'ॅझ']",PROP,True,True,,
नहुॅदा,3,2,"['ुॅ', 'ॅद']",PROP,True,True,,
अ्मर,3,1,['अ्'],PROP,True,True,,
ग्ल्भ्क्ऋइ,3,2,"['ऋइ', '्ऋ']",PROP,True,True,,
ःऋएः,3,3,"['ःऋ', 'ऋए', 'एः']",PROP,True,True,,
ठङठङ,3,2,"['ङठ', 'ठङ']",PROP,True,True,,
मृगझैं,3,1,['गझ'],PROP,True,True,,
आऽऽ,3,2,"['आऽ', 'ऽऽ']",PROP,True,True,,
य़ूटुबमा,3,2,"['य़', '़ू']",PROP,True,True,,
य़ूटूब,3,2,"['य़', '़ू']",PROP,True,True,,
गदैृछ,3,2,"['ृछ', 'ैृ']",PROP,True,True,,
गॉउपालिकाको,3,2,"['गॉ', 'ॉउ']",PROP,True,True,,
मॉडल,3,2,"['मॉ', 'ॉड']",PROP,True,True,,
फ्रीु,3,1,['ीु'],PROP,True,True,,
चॉहि,3,2,"['चॉ', 'ॉह']",PROP,True,True,,
पहुॅचमा,3,2,"['ुॅ', 'ॅच']",PROP,True,True,,
ऊषा,3,1,['ऊष'],PROP,True,True,,
अपाङंगता,3,1,['ङं'],PROP,True,True,,
प्रदषणको,3,1,['दष'],PROP,True,True,,
पाठउँदै,3,1,['ठउ'],PROP,True,True,,
वर्गआधार,3,1,['गआ'],PROP,True,True,,
जेटईले,3,1,['टई'],PROP,True,True,,
आथिॅक,3,2,"['िॅ', 'ॅक']",PROP,True,True,,
बृद्धृबृद्धा,3,1,['ृब'],PROP,True,True,,
जरुरुी,3,1,['ुी'],PROP,True,True,,
पुनःआगमन,3,1,['ःआ'],PROP,True,True,,
रहेी,3,1,['ेी'],PROP,True,True,,
प्लाईउडका,3,1,['ईउ'],PROP,True,True,,
दइन्द्र,3,1,['दइ'],PROP,True,True,,
सम्पूृर्ण,3,1,['ूृ'],PROP,True,True,,
डूओ,3,1,['ूओ'],PROP,True,True,,
बर्वरतापूृक,3,1,['ूृ'],PROP,True,True,,
अअवसरलाई,3,1,['अअ'],PROP,True,True,,
कहेी,3,1,['ेी'],PROP,True,True,,
ऐभान,3,1,['ऐभ'],PROP,True,True,,
दिईेएको,3,1,['ईे'],PROP,True,True,,
केन्द्रंीय,3,1,['ंी'],PROP,True,True,,
प्रतिबद्धछौं,3,1,['धछ'],PROP,True,True,,
उलङ्गघन,3,1,['गघ'],PROP,True,True,,
जठर,3,1,['जठ'],PROP,True,True,,
पोर्टओ,3,1,['टओ'],PROP,True,True,,
जुद्धउच्च,3,1,['धउ'],PROP,True,True,,
संस्थालाईे,3,1,['ईे'],PROP,True,True,,
सहजढंगमा,3,1,['जढ'],PROP,True,True,,
बृछि,3,1,['ृछ'],PROP,True,True,,
सुरक्षफौजले,3,1,['षफ'],PROP,True,True,,
कॉहा,3,1,['ॉह'],PROP,True,True,,
पक्राउअघि,3,1,['उअ'],PROP,True,True,,
हघि,3,1,['हघ'],PROP,True,True,,
कॅडेल,3,2,"['कॅ', 'ॅड']",PROP,True,True,,
बतइएको,3,1,['तइ'],PROP,True,True,,
घढीमा,3,1,['घढ'],PROP,True,True,,
ढङढङे,3,1,['ङढ'],PROP,True,True,,
आतइबार,3,1,['तइ'],PROP,True,True,,
डिस्पोजएवल,3,1,['जए'],PROP,True,True,,
आरटिजएस,3,1,['जए'],PROP,True,True,,
रहेकॊ,3,1,['कॊ'],PROP,True,True,,
ऋितुराज,3,1,['ऋि'],PROP,True,True,,
ठाडठाडो,3,1,['डठ'],PROP,True,True,,
डिजएस्टर,3,1,['जए'],PROP,True,True,,
गॅस,3,2,"['गॅ', 'ॅस']",PROP,True,True,,
मैलॆ,3,1,['लॆ'],PROP,True,True,,
अःसहाय,3,1,['अः'],PROP,True,True,,
चुःचुः,3,1,['ःच'],PROP,True,True,,
ङ्याङङ्याङ,3,1,['ङङ'],PROP,True,True,,
गोठखोलाका,3,1,['ठख'],PROP,True,True,,
ढंुगाना,3,1,['ंु'],PROP,True,True,,
ऊखुको,3,1,['ऊख'],PROP,True,True,,
बायुऊर्जा,3,1,['ुऊ'],PROP,True,True,,
ह्ृदयघातका,3,1,['्ृ'],PROP,True,True,,
सिंहझैँ,3,1,['हझ'],PROP,True,True,,
माझघरे,3,1,['झघ'],PROP,True,True,,
पितृउद्धार,3,1,['ृउ'],PROP,True,True,,
अफठयारो,3,1,['फठ'],PROP,True,True,,
उत्ृकष्ट,3,1,['्ृ'],PROP,True,True,,
बन्डउली,3,1,['डउ'],PROP,True,True,,
साँञ्चै,3,1,['ँञ'],PROP,True,True,,
ऋब्ब्ष्,3,1,['ऋब'],PROP,True,True,,
ह्ृदय,3,1,['्ृ'],PROP,True,True,,
रहएको,3,1,['हए'],PROP,True,True,,
हाङ्गओभर,3,1,['गओ'],PROP,True,True,,
डुङइ,3,1,['ङइ'],PROP,True,True,,
चाडझैं,3,1,['डझ'],PROP,True,True,,
ढंुगानाको,3,1,['ंु'],PROP,True,True,,
आइीएनजिओ,3,1,['इी'],PROP,True,True,,
आइीसटी,3,1,['इी'],PROP,True,True,,
दृढइच्छा,3,1,['ढइ'],PROP,True,True,,
डेढघन्टा,3,1,['ढघ'],PROP,True,True,,
डॉम्फुसाँझ,3,1,['ॉम'],PROP,True,True,,
तथआ,3,1,['थआ'],PROP,True,True,,
अओइको,3,1,['अओ'],PROP,True,True,,
बढ़वा,3,1,['़व'],PROP,True,True,,
अक्षंराङ्कन,3,1,['षं'],PROP,True,True,,
घइले,3,1,['घइ'],PROP,True,True,,
औछ्यानमा,3,1,['औछ'],PROP,True,True,,
औटो,3,1,['औट'],PROP,True,True,,
बढढ्नेछ,3,1,['ढढ'],PROP,True,True,,
मौऽकि,3,2,"['ऽक', 'ौऽ']",PROP,True,True,,
उदटन,3,1,['दट'],PROP,True,True,,
पूर्वऊर्जासचिव,3,1,['वऊ'],PROP,True,True,,
कॉमेडी,3,1,['ॉम'],PROP,True,True,,
हलिऊड,3,1,['ऊड'],PROP,True,True,,
इङघङ,3,1,['घङ'],PROP,True,True,,
कॉमन,3,1,['ॉम'],PROP,True,True,,
ऋशीकेश,3,1,['ऋश'],PROP,True,True,,
हेनतई,3,1,['तई'],PROP,True,True,,
ऑंखा,3,1,['ऑं'],PROP,True,True,,
श्रेषठता,3,1,['षठ'],PROP,True,True,,
सरक्षंणमा,3,1,['षं'],PROP,True,True,,
पितृघर,3,1,['ृघ'],PROP,True,True,,
दुःध,3,1,['ःध'],PROP,True,True,,
ऐबाक,3,1,['ऐब'],PROP,True,True,,
देखउन,3,1,['खउ'],PROP,True,True,,
औछ्यान,3,1,['औछ'],PROP,True,True,,
पुनःछलफल,3,1,['ःछ'],PROP,True,True,,
मातृऔँसी,3,1,['ृऔ'],PROP,True,True,,
ऑस्टिन,3,1,['ऑस'],PROP,True,True,,
कागतढुङ्गी,3,1,['तढ'],PROP,True,True,,
विऽोह,3,2,"['ऽो', 'िऽ']",PROP,True,True,,
दाबीःः,3,1,['ःः'],PROP,True,True,,
उईगेमा,3,1,['उई'],PROP,True,True,,
लाभघ्राही,3,1,['भघ'],PROP,True,True,,
मेटूोमा,3,1,['ूो'],PROP,True,True,,
ढज्ञ,3,1,['ढज'],PROP,True,True,,
प्रमुखआधार,3,1,['खआ'],PROP,True,True,,
तथाऋण,3,1,['ाऋ'],PROP,True,True,,
ॠषिलाल,3,1,['ॠष'],PROP,True,True,,
विज्ञटोली,3,1,['ञट'],PROP,True,True,,
कुम्भकर्णझैं,3,1,['णझ'],PROP,True,True,,
छुंू,3,1,['ंू'],PROP,True,True,,
पंूजी,3,1,['ंू'],PROP,True,True,,
ओण्डरर्स,3,1,['ओण'],PROP,True,True,,
पृठ,3,1,['ृठ'],PROP,True,True,,
आजृन,3,1,['जृ'],PROP,True,True,,
मूढजस्तो,3,1,['ढज'],PROP,True,True,,
ऊठाउने,3,1,['ऊठ'],PROP,True,True,,
पछएको,3,1,['छए'],PROP,True,True,,
उनीहरुो,3,1,['ुो'],PROP,True,True,,
ॠषिका,3,1,['ॠष'],PROP,True,True,,
ओधियाम्बोले,3,1,['ओध'],PROP,True,True,,
औवा,3,1,['औव'],PROP,True,True,,
ऊठेको,3,1,['ऊठ'],PROP,True,True,,
संस्करणझैं,3,1,['णझ'],PROP,True,True,,
युथथिंक,3,1,['थथ'],PROP,True,True,,
लमाएखोला,3,1,['एख'],PROP,True,True,,
शुभघडी,3,1,['भघ'],PROP,True,True,,
लेखथ्यो,3,1,['खथ'],PROP,True,True,,
जयओम,3,1,['यओ'],PROP,True,True,,
ऋखीराज,3,1,['ऋख'],PROP,True,True,,
बुद्घधर्म,3,1,['घध'],PROP,True,True,,
सर्वोत्कृठ,3,1,['ृठ'],PROP,True,True,,
सिग्यिौन,3,1,['िौ'],PROP,True,True,,
एठन,3,1,['एठ'],PROP,True,True,,
ऋसब,3,1,['ऋस'],PROP,True,True,,
ऑखाले,3,1,['ऑख'],PROP,True,True,,
तठ्याकै,3,1,['तठ'],PROP,True,True,,
बाघझैं,3,1,['घझ'],PROP,True,True,,
वषृ,3,1,['षृ'],PROP,True,True,,
छग्रहवा,3,1,['छग'],PROP,True,True,,
ऊध्र्वगामी,3,1,['ऊध'],PROP,True,True,,
मांगॆको,3,2,"['गॆ', 'ॆक']",PROP,True,True,,
एीकृत,3,1,['एी'],PROP,True,True,,
रहनॆ,3,1,['नॆ'],PROP,True,True,,
पीडि़त,3,1,['ि़'],PROP,True,True,,
गरॆका,3,2,"['रॆ', 'ॆक']",PROP,True,True,,
छऩ्,3,2,"['छऩ', 'ऩ्']",PROP,True,True,,
उनलाईै,3,1,['ईै'],PROP,True,True,,
माआोवादी,3,1,['आो'],PROP,True,True,,
तपाईांके,3,1,['ईा'],PROP,True,True,,
ओैं,3,1,['ओै'],PROP,True,True,,
दाशढुंगा,3,1,['शढ'],PROP,True,True,,
छगू,3,1,['छग'],PROP,True,True,,
अऩि,3,2,"['अऩ', 'ऩि']",PROP,True,True,,
बिटक्व़ाईनको,3,1,['व़'],PROP,True,True,,
रूखझैं,3,1,['खझ'],PROP,True,True,,
बाघझोडा,3,1,['घझ'],PROP,True,True,,
अमॆरिकन,3,2,"['मॆ', 'ॆर']",PROP,True,True,,
नौऔं,3,1,['ौऔ'],PROP,True,True,,
वर्षथप,3,1,['षथ'],PROP,True,True,,
ॠग्वेद,3,1,['ॠग'],PROP,True,True,,
हेऱ्यौँ,3,1,['ेऱ'],PROP,True,True,,
द्दण्ज्ञड,3,1,['ञड'],PROP,True,True,,
छुट्टयिौं,3,1,['िौ'],PROP,True,True,,
आम़ा,3,1,['म़'],PROP,True,True,,
उत्पीडि़त,3,1,['ि़'],PROP,True,True,,
टढा,3,1,['टढ'],PROP,True,True,,
सेन्जझेन,3,1,['जझ'],PROP,True,True,,
माफृत,3,1,['फृ'],PROP,True,True,,
ह्वाट्सऐप,3,1,['सऐ'],PROP,True,True,,
दौढधुप,3,1,['ढध'],PROP,True,True,,
ओघट्ने,3,1,['ओघ'],PROP,True,True,,
तठस्त,3,1,['तठ'],PROP,True,True,,
शइमान,3,1,['शइ'],PROP,True,True,,
वषृको,3,1,['षृ'],PROP,True,True,,
आवाजझैँ,3,1,['जझ'],PROP,True,True,,
काठफोरुवा,3,1,['ठफ'],PROP,True,True,,
बमोजिम़,3,1,['म़'],PROP,True,True,,
पूर्णङ्क,3,1,['णङ'],PROP,True,True,,
पैञ्यु,3,1,['ैञ'],PROP,True,True,,
पहाड़भरि,3,1,['़भ'],PROP,True,True,,
ऑपरेटिंग,3,1,['ऑप'],PROP,True,True,,
दुःिखत,3,1,['ःि'],PROP,True,True,,
मरिचझैँ,3,1,['चझ'],PROP,True,True,,
घफिसले,3,1,['घफ'],PROP,True,True,,
वॆबसाइट,3,2,"['वॆ', 'ॆब']",PROP,True,True,,
भीड़भाड़,3,1,['़भ'],PROP,True,True,,
ऐथिकल,3,1,['ऐथ'],PROP,True,True,,
ठांऊ,3,1,['ंऊ'],PROP,True,True,,
अन्तऱराष्ट्रिय,3,2,"['तऱ', 'ऱर']",PROP,True,True,,
मेडईन,3,1,['डई'],PROP,True,True,,
लागऔषध,3,1,['गऔ'],PROP,True,True,,
राजऋषि,3,1,['जऋ'],PROP,True,True,,
होइऩ,3,1,['इऩ'],PROP,True,True,,
बढउन,3,1,['ढउ'],PROP,True,True,,
ऑप्टिकल,3,1,['ऑप'],PROP,True,True,,
डेढफिटसम्म,3,1,['ढफ'],PROP,True,True,,
एगृइकोनोमिकल,3,1,['ृइ'],PROP,True,True,,
पुनःओरालो,3,1,['ःओ'],PROP,True,True,,
ऒइता,3,1,['ऒइ'],PROP,True,True,,
गांऊ,3,1,['ंऊ'],PROP,True,True,,
सर्वज्ञधर,3,1,['ञध'],PROP,True,True,,
एधारौ,3,1,['एध'],PROP,True,True,,
शिक्षकःओई,3,1,['ःओ'],PROP,True,True,,
सोचेॅ,3,1,['ेॅ'],PROP,True,True,,
बोलाईो,3,1,['ईो'],PROP,True,True,,
चैॅ,3,1,['ैॅ'],PROP,True,True,,
फञ्शन,3,1,['फञ'],PROP,True,True,,
इद्यऋ,3,1,['यऋ'],PROP,True,True,,
क्रीऋ,3,1,['ीऋ'],PROP,True,True,,
प्रऻा,3,2,"['रऻ', 'ऻा']",PROP,True,True,,
दुधझैँ,3,1,['धझ'],PROP,True,True,,
सिङौरो,3,1,['ङौ'],PROP,True,True,,
पयठ,3,1,['यठ'],PROP,True,True,,
औघड,3,1,['औघ'],PROP,True,True,,
सिङौरी,3,1,['ङौ'],PROP,True,True,,
बै़क,3,1,['ै़'],PROP,True,True,,
रजिष्टडॅ,3,1,['डॅ'],PROP,True,True,,
सॅधै,3,1,['ॅध'],PROP,True,True,,
अड़चन,3,1,['़च'],PROP,True,True,,
अृमत,3,1,['अृ'],PROP,True,True,,
द्धठ,3,1,['धठ'],PROP,True,True,,
थाःङ्,3,1,['ःङ'],PROP,True,True,,
पुनःऔषधि,3,1,['ःऔ'],PROP,True,True,,
यज्ञगजाधर,3,1,['ञग'],PROP,True,True,,
गर्यौो,3,1,['ौो'],PROP,True,True,,
योङईन,3,1,['ङई'],PROP,True,True,,
बर्षैौँदेखि,3,1,['ैौ'],PROP,True,True,,
एशोसिशएशन,3,1,['शए'],PROP,True,True,,
द्दठ,3,1,['दठ'],PROP,True,True,,
औें,3,1,['औे'],PROP,True,True,,
माआृवादी,3,1,['आृ'],PROP,True,True,,
दैऊ,3,1,['ैऊ'],PROP,True,True,,
उैन,3,1,['उै'],PROP,True,True,,
ऐउटा,3,1,['ऐउ'],PROP,True,True,,
ज्ञानज्ञुनका,3,1,['ञु'],PROP,True,True,,
एौटै,3,1,['एौ'],PROP,True,True,,
ब्एऋ,3,1,['एऋ'],PROP,True,True,,
अऋणी,3,1,['अऋ'],PROP,True,True,,
एफइआईएमएस,2,2,"['इआ', 'फइ']",PROP,True,True,,
एर्फइआईएमएस,2,2,"['इआ', 'फइ']",PROP,True,True,,
भृ्ङ्गराज,2,2,"['ृ्', '्ङ']",PROP,True,True,,
डङोलले,2,2,"['ङो', 'डङ']",PROP,True,True,,
पॉंचवर्ष,2,2,"['पॉ', 'ॉं']",PROP,True,True,,
आर्म्स्ट्रॉंग,2,2,"['रॉ', 'ॉं']",PROP,True,True,,
नागरिकइतभभत्र,2,2,"['कइ', 'भभ']",PROP,True,True,,
मॉं,2,2,"['मॉ', 'ॉं']",PROP,True,True,,
गॉंसियो,2,2,"['गॉ', 'ॉं']",PROP,True,True,,
आखॉं,2,2,"['खॉ', 'ॉं']",PROP,True,True,,
खॉंचो,2,2,"['खॉ', 'ॉं']",PROP,True,True,,
टॉंसेका,2,2,"['टॉ', 'ॉं']",PROP,True,True,,
ठॉंउमा,2,2,"['ठॉ', 'ॉं']",PROP,True,True,,
खष्ििबनभ,2,2,"['खष', 'िि']",PROP,True,True,,
सम्बोृधन,2,2,"['ृध', 'ोृ']",PROP,True,True,,
दॉंत,2,2,"['दॉ', 'ॉं']",PROP,True,True,,
िभ्लनष्लभभचष्लन,2,2,"['चष', 'भभ']",PROP,True,True,,
िःगलष्अष्उबष्तिथ,2,2,"['ःग', 'बष']",PROP,True,True,,
ऋयचचभकउयलमभलत,2,3,"['उय', 'ऋय', 'कउ']",PROP,True,True,,
छुटृाछुटैृ,2,3,"['टृ', 'ृा', 'ैृ']",PROP,True,True,,
यूथफोरम,2,2,"['थफ', 'ूथ']",PROP,True,True,,
नोंगखघईमा,2,3,"['खघ', 'गख', 'घई']",PROP,True,True,,
बॉयफ्रेंड,2,2,"['यफ', 'ॉय']",PROP,True,True,,
करोढभन्दा,2,2,"['ढभ', 'ोढ']",PROP,True,True,,
च्भकउयलकभ,2,2,"['उय', 'कउ']",PROP,True,True,,
बीऊलाई,2,2,"['ऊल', 'ीऊ']",PROP,True,True,,
झयांई,2,2,"['ंई', 'झय']",PROP,True,True,,
अउङले,2,2,"['अउ', 'उङ']",PROP,True,True,,
ऋयउथ,2,2,"['ऋय', 'यउ']",PROP,True,True,,
जःतै,2,2,"['ःत', 'जः']",PROP,True,True,,
जिल्ऽ्ल्ऽामा,2,3,"['ऽा', 'ऽ्', '्ऽ']",PROP,True,True,,
जिल्ऽ्ल्ऽा,2,3,"['ऽा', 'ऽ्', '्ऽ']",PROP,True,True,,
निरौल्ऽाको,2,2,"['ऽा', '्ऽ']",PROP,True,True,,
चन्ऽबाबु,2,2,"['ऽब', '्ऽ']",PROP,True,True,,
